pokemon_name,card_id,card_number,set_name,set_slug,variant,rarity,currency,market,ebay_avg_price,ebay_low_price,ebay_high_price,ebay_sale_count,ebay_avg_1d,ebay_avg_7d,ebay_avg_30d,ebay_median_3d,ebay_median_7d,ebay_median_30d,tcgplayer_avg_price,tcgplayer_low_price,tcgplayer_high_price,tcgplayer_sale_count,tcgplayer_avg_1d,tcgplayer_avg_7d,tcgplayer_avg_30d,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,last_updated,image_url,popularity_rank,popularity_score
Ekans,019bffaa-1a46-7583-8090-cd24f34aba9a,023/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.73,1.73,1.73,50.0,1.99,2.1633334,2.1633334,1.73,1.86,2.14,0.31,0.29,0.6,4092.0,0.3,0.28428572,0.28451613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/88bb9ff4ac88b30a.webp,128.0,16.18
Ekans,019c3ac3-ec71-70da-b908-40d96cd551e8,023/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.89,1.89,1.89,21.0,1.89,2.1266665,2.1266665,1.89,1.89,1.89,0.12,0.12,0.12,4993.0,0.12,0.11285714,0.12806451,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/88bb9ff4ac88b30a.webp,128.0,16.18
Ekans,019bffab-58b9-77cf-912c-e5432028d157,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a8faaf3aec2ab1c5.webp,128.0,16.18
Arbok,019bffaa-1a46-7583-8090-d1faf22a2234,024/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Double Rare,USD,US,2.62,2.62,2.62,268.0,3.48,2.8535714,2.6703846,3.48,3.48,2.49,1.48,0.88,2.76,11098.0,1.46,1.44,1.3751613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/ba28fa50979a466b.webp,74.0,51.82
Arbok,019bffab-58b9-77cf-912b-400aa8c3efe5,185/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Ultra Rare,USD,US,9.37,9.37,9.37,339.0,8.0,8.352142,8.765192,9.37,7.995,8.0,10.48,6.99,12.99,5815.0,10.34,9.965714,9.8383875,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/86fc21245c2725b0.webp,74.0,51.82
Pikachu,019bffaa-1a45-759c-ad81-09a7881c5ab9,173/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,83.975,73.55,90.45,518.0,75.0,79.21571,81.14367,80.96,80.0,80.0,93.35,93.35,93.35,5368.0,93.35,90.21286,86.28677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9c7abafbef50ac41.webp,27.0,82.84
Pikachu,019bffab-58b9-77cf-912b-7dfea1660f06,025/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,2.49,2.49,2.49,70.0,5.99,3.277857,2.7164705,4.24,2.995,2.49,0.83,0.5,1.47,9570.0,0.84,0.82,0.5925806,,,,2026-05-22T21:17:01.786Z,https://cdn.poketrace.com/cards/46fb7f213b2b2dca.webp,27.0,82.84
Pikachu,019c3ac3-ec71-70da-b90a-53f1fb1a8b48,025/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,0.99,0.99,0.99,46.0,1.37,1.6228571,1.533,1.18,1.18,1.49,0.24,0.03,0.39,15911.0,0.29,0.25714287,0.2551613,,,,2026-05-22T21:17:01.786Z,https://cdn.poketrace.com/cards/46fb7f213b2b2dca.webp,27.0,82.84
Raichu,019bffaa-1a46-7583-8090-d6777461cd8e,026/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,3.445,1.99,4.9,116.0,2.97,2.3678572,2.4275,2.97,2.87,1.99,1.72,1.49,2.61,5794.0,1.67,1.5528572,1.4532259,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2e909f1285ed5760.webp,28.0,82.18
Raichu,019c3ac3-ec71-70da-b908-455bdc861f62,026/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.75,1.75,1.75,148.0,1.99,1.7957143,1.8917648,1.87,1.75,1.7,0.29,0.3,0.3,9998.0,0.29,0.29714286,0.2716129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2e909f1285ed5760.webp,28.0,82.18
Sandshrew,019bffaa-1a46-7583-8090-df948bd11002,027/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.57,1.57,1.57,51.0,1.685,1.5621428,1.628125,1.57,1.57,1.57,0.28,0.24,0.29,3706.0,0.31,0.2942857,0.26064515,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/02075ba82eb163a1.webp,73.0,52.48
Sandshrew,019c3ac3-ec71-70da-b908-4b059dfcd16d,027/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,0.91,0.91,0.91,26.0,1.98,1.2825,1.2825,0.91,0.91,1.12,0.14,0.01,0.25,1802.0,0.13,0.11857143,0.10935484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/02075ba82eb163a1.webp,73.0,52.48
Sandshrew,019bffab-58b9-77cf-912c-f2c9e73ab5c6,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1eccf1830531e379.webp,73.0,52.48
Sandslash,019bffaa-1a46-7583-8090-e2488c322697,028/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.45,1.45,1.45,54.0,1.99,1.7928572,1.7928572,1.45,1.45,1.7,0.26,0.29,0.29,3899.0,0.26,0.28285715,0.27225807,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d630b63ea04224b6.webp,52.0,66.34
Sandslash,019c3ac3-ec71-70da-b908-4df4632b8b08,028/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.89,1.89,1.89,28.0,1.99,1.71,1.71,1.89,1.89,1.88,0.12,0.02,0.02,3647.0,0.13,0.12142857,0.12935483,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d630b63ea04224b6.webp,52.0,66.34
Nidoran F,019bffaa-1a46-7583-8090-e7ca8155cdb9,029/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,43.0,2.0,2.9,2.8011112,1.99,2.0,2.99,2.34,2.0,3.35,5247.0,2.35,2.3414285,2.0903225,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/3419be6391ce7431.webp,105.0,31.36
Nidoran F,019c3ac3-ec71-70da-b908-515a8cd86b77,029/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,21.0,1.69,1.835,1.835,1.98,1.835,1.835,0.22,0.19,0.19,5268.0,0.21,0.22571428,0.20774193,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/3419be6391ce7431.webp,105.0,31.36
Nidoran F,019bffaa-1a46-7583-8090-f28984131f28,032/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,3.79,3.79,3.79,46.0,2.49,3.3185716,3.3600001,3.14,3.39,3.32,2.74,2.87,4.25,5174.0,2.62,2.71,2.925484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/403882eaa5451044.webp,105.0,31.36
Nidoran F,019c3ac3-ec71-70da-b908-5e532350620b,032/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,27.0,3.68,2.76,2.76,2.83,2.62,2.62,0.26,0.26,0.26,5193.0,0.26,0.23714286,0.23032258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/403882eaa5451044.webp,105.0,31.36
Nidorina,019bffaa-1a46-7583-8090-ea086d4d835d,030/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.66,1.66,1.66,49.0,1.66,2.1757143,2.14,1.66,1.58,1.89,0.26,0.25,0.3,4187.0,0.26,0.29142857,0.28709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/af09de681ccc0823.webp,104.0,32.02
Nidorina,019c3ac3-ec71-70da-b908-56d3f7efbe5b,030/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.88,1.88,1.88,32.0,1.88,1.8808334,1.8808334,1.88,1.88,1.88,0.12,0.12,0.12,4143.0,0.12,0.13142857,0.14387096,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/af09de681ccc0823.webp,104.0,32.02
Nidorina,019bffaa-1a46-7583-8090-f73efebea9db,033/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.75,1.75,1.75,48.0,1.45,2.0228572,2.0228572,1.75,1.75,1.75,0.27,0.29,0.3,4070.0,0.26,0.2857143,0.26225805,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/53ecd0773d4044f6.webp,104.0,32.02
Nidorina,019c3ac3-ec71-70da-b908-6133c2310919,033/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.89,1.89,1.89,29.0,1.56,1.6028571,1.5481818,1.89,1.89,1.65,0.16,0.25,0.25,4362.0,0.15,0.15714286,0.16709678,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/53ecd0773d4044f6.webp,104.0,32.02
Nidoqueen,019bffaa-1a46-7583-8090-ece3a5221882,031/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.5,1.5,1.5,48.0,2.48,1.8385714,1.8133334,2.48,2.07,1.99,0.3,0.2,0.29,4580.0,0.3,0.29714286,0.29967743,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/939e208c9ff8317b.webp,54.0,65.02
Nidoqueen,019c3ac3-ec71-70da-b908-58d9ae5daa5b,031/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.0,2.0,2.0,26.0,1.88,1.92,1.92,2.0,2.0,1.88,0.22,0.25,0.25,4299.0,0.22,0.17142858,0.15387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/939e208c9ff8317b.webp,54.0,65.02
Nidoran M,019bffaa-1a46-7583-8090-f28984131f28,032/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,3.79,3.79,3.79,46.0,2.49,3.3185716,3.3600001,3.14,3.39,3.32,2.74,2.87,4.25,5174.0,2.62,2.71,2.925484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/403882eaa5451044.webp,91.0,40.6
Nidoran M,019c3ac3-ec71-70da-b908-5e532350620b,032/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,27.0,3.68,2.76,2.76,2.83,2.62,2.62,0.26,0.26,0.26,5193.0,0.26,0.23714286,0.23032258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/403882eaa5451044.webp,91.0,40.6
Nidoran M,019bffaa-1a46-7583-8090-e7ca8155cdb9,029/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,43.0,2.0,2.9,2.8011112,1.99,2.0,2.99,2.34,2.0,3.35,5247.0,2.35,2.3414285,2.0903225,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/3419be6391ce7431.webp,91.0,40.6
Nidoran M,019c3ac3-ec71-70da-b908-515a8cd86b77,029/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,21.0,1.69,1.835,1.835,1.98,1.835,1.835,0.22,0.19,0.19,5268.0,0.21,0.22571428,0.20774193,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/3419be6391ce7431.webp,91.0,40.6
Nidorino,019bffaa-1a46-7583-8090-f73efebea9db,033/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.75,1.75,1.75,48.0,1.45,2.0228572,2.0228572,1.75,1.75,1.75,0.27,0.29,0.3,4070.0,0.26,0.2857143,0.26225805,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/53ecd0773d4044f6.webp,72.0,53.14
Nidorino,019c3ac3-ec71-70da-b908-6133c2310919,033/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.89,1.89,1.89,29.0,1.56,1.6028571,1.5481818,1.89,1.89,1.65,0.16,0.25,0.25,4362.0,0.15,0.15714286,0.16709678,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/53ecd0773d4044f6.webp,72.0,53.14
Nidorino,019bffaa-1a46-7583-8090-ea086d4d835d,030/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.66,1.66,1.66,49.0,1.66,2.1757143,2.14,1.66,1.58,1.89,0.26,0.25,0.3,4187.0,0.26,0.29142857,0.28709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/af09de681ccc0823.webp,72.0,53.14
Nidorino,019c3ac3-ec71-70da-b908-56d3f7efbe5b,030/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.88,1.88,1.88,32.0,1.88,1.8808334,1.8808334,1.88,1.88,1.88,0.12,0.12,0.12,4143.0,0.12,0.13142857,0.14387096,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/af09de681ccc0823.webp,72.0,53.14
Nidoking,019bffaa-1a46-7583-8090-f8086e4b3a7c,034/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,2.1,2.1,2.1,104.0,4.63,2.8085713,2.5725,4.63,4.63,2.49,1.94,1.49,4.99,5615.0,1.79,1.7642857,1.5590322,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/5e5d0e16be1956a2.webp,39.0,74.92
Nidoking,019bffab-58b9-77cf-912b-73a040defb54,174/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,20.126667,16.76,22.5,431.0,19.99,20.377857,20.532309,19.99,19.995,20.0,21.82,10.89,30.39,6758.0,22.34,22.49,21.98258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c833d3cf240761a8.webp,39.0,74.92
Nidoking,019c3ac3-ec71-70da-b908-661ae670ebe1,034/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.99,1.99,1.99,101.0,1.99,2.0128572,1.9905,1.99,1.99,1.99,0.28,0.25,0.4,9009.0,0.29,0.31,0.29387096,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/5e5d0e16be1956a2.webp,39.0,74.92
Clefairy,019bffaa-1a46-7583-8090-ff63877180a7,035/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.5,1.5,1.5,49.0,1.89,1.8557143,1.7844445,1.5,1.89,1.94,0.3,0.23,0.52,4503.0,0.29,0.27857143,0.2932258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/4a258f8a5209dcd7.webp,115.0,24.76
Clefairy,019c3ac3-ec71-70da-b908-6bbcc7277627,035/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.79,1.79,1.79,43.0,1.98,1.3616667,1.3616667,1.79,1.25,1.25,0.19,0.02,0.39,5292.0,0.17,0.13142857,0.13451613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/4a258f8a5209dcd7.webp,115.0,24.76
Clefable,019bffaa-1a46-7583-8091-00c38c35802d,036/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.83,1.57,2.09,50.0,1.66,1.7028571,1.7028571,1.66,1.66,1.79,0.3,0.25,0.4,4276.0,0.3,0.28,0.2735484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1dc9c3648577d1ab.webp,117.0,23.44
Clefable,019c3ac3-ec71-70da-b908-6eec27e7b45e,036/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,0.99,0.99,0.99,36.0,1.79,1.5816667,1.5816667,0.99,1.39,1.74,0.16,0.15,0.25,4595.0,0.14,0.122857146,0.13709678,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1dc9c3648577d1ab.webp,117.0,23.44
Vulpix,019bffaa-1a46-7583-8091-060683cddf64,037/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,25.0,1.57,1.69,1.69,1.99,1.99,1.78,0.29,0.25,0.29,4693.0,0.28,0.32857144,0.30806452,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fc498577c2ed8bf9.webp,40.0,74.26
Vulpix,019c3ac3-ec71-70da-b908-72a68293964a,037/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,0.99,0.99,0.99,20.0,1.0,1.41,1.41,0.99,0.99,1.0,0.13,0.03,0.25,6138.0,0.13,0.12571429,0.13483872,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fc498577c2ed8bf9.webp,40.0,74.26
Ninetales,019bffaa-1a46-7583-8091-0b5a6df5fde1,038/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Double Rare,USD,US,3.1933334,1.7,4.39,370.0,1.77,2.0242858,2.4998147,1.77,2.49,2.74,2.3,2.02,4.64,14491.0,2.2,2.3157144,2.2993548,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/ed8f018719dbc055.webp,18.0,88.78
Ninetales,019bffab-58b9-77cf-912b-76f115cad08a,186/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Ultra Rare,USD,US,19.95,19.95,19.95,295.0,14.29,17.647142,15.7805,14.5,16.245,15.0,16.04,15.67,15.67,5123.0,16.3,16.168571,16.030968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/b51c330fa4396313.webp,18.0,88.78
Jigglypuff,019bffaa-1a46-7583-8091-0cc34a695942,039/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.515,1.39,1.64,91.0,1.99,2.352857,2.0976667,1.515,1.515,1.99,0.31,0.29,0.4,5334.0,0.31,0.32285714,0.3280645,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/be1e4240a369fdc7.webp,90.0,41.26
Jigglypuff,019c3ac3-ec71-70da-b908-77a704d8e58a,039/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,2.04,2.04,2.04,51.0,1.88,1.7635714,1.707,2.04,1.96,1.88,0.2,0.15,0.25,2658.0,0.19,0.17142858,0.17064516,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/be1e4240a369fdc7.webp,90.0,41.26
Wigglytuff,019bffaa-1a46-7583-8091-10aef4747ab2,040/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Double Rare,USD,US,3.48,3.48,3.48,278.0,2.99,2.4607143,2.6205769,2.99,1.99,2.49,1.49,1.0,2.99,12063.0,1.36,1.3385714,1.3441936,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/5ec02b01f9abda7b.webp,125.0,18.16
Wigglytuff,019bffab-58b9-77cf-912b-9753e30dadcd,187/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Ultra Rare,USD,US,9.34,9.09,9.59,302.0,8.725,8.765715,10.032826,9.09,9.09,9.59,11.03,6.0,8.65,5827.0,11.01,9.797143,9.766774,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bf5b19dfb32e1280.webp,125.0,18.16
Zubat,019bffaa-1a47-7762-8bb3-e0014c9923a6,041/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.72,0.72,0.72,38.0,1.57,1.5600001,1.5600001,0.72,1.145,1.57,0.27,0.29,0.3,3832.0,0.3,0.2857143,0.2548387,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/831bea7704e913cc.webp,151.0,1.0
Zubat,019c3ac3-ec71-70da-b908-7a91382d1959,041/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,2.19,2.19,2.19,17.0,0.99,1.5033333,1.5033333,1.59,1.59,1.33,0.08,0.01,0.25,3832.0,0.09,0.08,0.1016129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/831bea7704e913cc.webp,151.0,1.0
Golbat,019bffaa-1a47-7762-8bb3-e50d7cdb6bf9,042/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.89,1.89,1.89,41.0,1.57,1.5371429,1.8354546,1.89,1.51,1.57,0.27,0.29,0.3,3795.0,0.27,0.2957143,0.28354838,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/6c8ee5bc7aba3926.webp,120.0,21.46
Golbat,019c3ac3-ec71-70da-b908-7def55b68526,042/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,0.91,0.91,0.91,26.0,,,,0.91,0.91,0.91,0.09,0.01,0.25,3813.0,0.1,0.08857143,0.10064516,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/6c8ee5bc7aba3926.webp,120.0,21.46
Oddish,019bffaa-1a47-7762-8bb3-eb944c0c1960,043/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.3433334,0.99,1.75,50.0,1.34,1.5885714,1.63875,1.29,1.39,1.5,0.25,0.22,0.29,3902.0,0.27,0.27,0.25870967,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d9d5f4d828248116.webp,98.0,35.98
Oddish,019c3ac3-ec71-70da-b908-821e97e4de2c,043/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.49,1.49,1.49,27.0,1.0,1.096,1.096,1.49,1.49,1.0,0.13,0.03,0.25,4967.0,0.12,0.117142856,0.1335484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d9d5f4d828248116.webp,98.0,35.98
Gloom,019bffaa-1a47-7762-8bb3-ed969950f828,044/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.69,2.69,2.69,41.0,2.68,1.96,1.96,2.68,1.7,1.845,0.29,0.29,0.3,4179.0,0.31,0.2857143,0.2864516,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a863b47591b1e67e.webp,135.0,11.56
Gloom,019c3ac3-ec71-70da-b908-87a3f59a6bbd,044/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.25,1.25,1.25,25.0,1.54,1.5366666,1.5366666,1.25,1.25,1.52,0.16,0.15,0.25,4096.0,0.16,0.15142857,0.16387096,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a863b47591b1e67e.webp,135.0,11.56
Vileplume,019bffaa-1a47-7762-8bb3-f09d214efc6d,045/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,1.5,1.5,1.5,121.0,2.425,1.9628571,2.044643,1.5,1.78,1.99,1.08,1.12,1.52,5202.0,1.04,1.0042857,0.91645163,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2e1c7663f76310e6.webp,79.0,48.52
Vileplume,019c3ac3-ec71-70da-b908-8b335a543949,045/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,2.535,1.59,3.48,122.0,1.79,2.0135715,1.9379166,2.535,1.79,1.99,0.28,0.19,0.23,7712.0,0.28,0.27857143,0.25935483,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2e1c7663f76310e6.webp,79.0,48.52
Vileplume,019bffab-58b9-77cf-912c-d0cd88375f4d,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/af3f32118aadde4e.webp,79.0,48.52
Paras,019bffaa-1a47-7762-8bb3-f597067433da,046/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,39.0,1.7,1.8516667,1.8516667,1.99,1.99,1.99,0.24,0.2,0.3,3590.0,0.26,0.24714285,0.2283871,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/cc1603ad1e3e8ef4.webp,148.0,2.98
Paras,019c3ac3-ec71-70da-b908-8e1cad4ddcb9,046/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,3.0,3.0,3.0,15.0,,,,3.0,3.0,3.0,0.08,0.08,0.08,3460.0,0.08,0.07571428,0.0683871,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/cc1603ad1e3e8ef4.webp,148.0,2.98
Paras,019bffaa-1a47-7762-8bb3-f94c78502ffa,047/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.66,1.66,1.66,42.0,2.29,1.935,1.935,1.66,1.66,1.99,0.27,0.25,0.29,3777.0,0.28,0.2642857,0.2596774,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2f7b51cd9e0235f7.webp,148.0,2.98
Paras,019c3ac3-ec71-70da-b908-90b9ebb91380,047/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.07,1.07,1.07,27.0,1.99,1.5300001,1.5300001,1.07,1.07,1.07,0.09,0.01,0.25,3556.0,0.1,0.09714286,0.1132258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2f7b51cd9e0235f7.webp,148.0,2.98
Parasect,019bffaa-1a47-7762-8bb3-f94c78502ffa,047/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.66,1.66,1.66,42.0,2.29,1.935,1.935,1.66,1.66,1.99,0.27,0.25,0.29,3777.0,0.28,0.2642857,0.2596774,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2f7b51cd9e0235f7.webp,116.0,24.1
